epoch,step,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,0.1081250011920929,,2.302044630050659,,
0,99,,0.1274999976158142,,2.290036678314209,,
0,149,,0.13843749463558197,,2.2739195823669434,,
0,199,,0.1521874964237213,,2.2653396129608154,,
0,218,0.12843428552150726,,2.3028509616851807,,,
1,249,,0.1484375,,2.2606499195098877,,
1,299,,0.14874999225139618,,2.2635717391967773,,
1,349,,0.15656249225139618,,2.2600436210632324,,
1,399,,0.14749999344348907,,2.258049249649048,,
1,437,0.1500314325094223,,2.261713743209839,,,
2,449,,0.14249999821186066,,2.260427951812744,,
2,499,,0.15562500059604645,,2.2600507736206055,,
2,549,,0.15312500298023224,,2.255244255065918,,
2,599,,0.15593749284744263,,2.259060859680176,,
2,649,,0.1443749964237213,,2.255732536315918,,
2,656,0.1504528522491455,,2.26012921333313,,,
3,699,,0.14124999940395355,,2.2581911087036133,,
3,749,,0.15406249463558197,,2.25797176361084,,
3,799,,0.15406249463558197,,2.2580292224884033,,
3,849,,0.1574999988079071,,2.251655340194702,,
3,875,0.1508571356534958,,2.259016513824463,,,
4,899,,0.15718749165534973,,2.260056495666504,,
4,949,,0.14749999344348907,,2.2573602199554443,,
4,999,,0.1525000035762787,,2.2598562240600586,,
4,1049,,0.1434374898672104,,2.2643725872039795,,
4,1094,,,,,0.15118572115898132,2.2584643363952637
4,1094,0.1509442925453186,,2.2581827640533447,,,
5,1099,,0.15437500178813934,,2.2573764324188232,,
5,1149,,0.1521874964237213,,2.259564161300659,,
5,1199,,0.15406249463558197,,2.2541344165802,,
5,1249,,0.15406249463558197,,2.2515692710876465,,
5,1299,,0.15562500059604645,,2.2464396953582764,,
5,1313,0.15150286257266998,,2.257467031478882,,,
6,1349,,0.15312500298023224,,2.257685899734497,,
6,1399,,0.15406249463558197,,2.2488996982574463,,
6,1449,,0.1521874964237213,,2.2569074630737305,,
6,1499,,0.1512499898672104,,2.2610487937927246,,
6,1532,0.15175142884254456,,2.2569189071655273,,,
7,1549,,0.15343749523162842,,2.256337881088257,,
7,1599,,0.14906249940395355,,2.2593843936920166,,
7,1649,,0.14531250298023224,,2.2592101097106934,,
7,1699,,0.1484375,,2.258380651473999,,
7,1749,,0.15656249225139618,,2.2617437839508057,,
7,1751,0.15261000394821167,,2.2559378147125244,,,
8,1799,,0.15812499821186066,,2.2512271404266357,,
8,1849,,0.15656249225139618,,2.251908779144287,,
8,1899,,0.16374999284744263,,2.241307258605957,,
8,1949,,0.15343749523162842,,2.247299909591675,,
8,1970,0.15601857006549835,,2.2479679584503174,,,
9,1999,,0.1615625023841858,,2.2345194816589355,,
9,2049,,0.1590624898672104,,2.2359163761138916,,
9,2099,,0.1640625,,2.225947380065918,,
9,2149,,0.16562499105930328,,2.219510793685913,,
9,2189,,,,,0.1671857088804245,2.2200493812561035
9,2189,0.16340714693069458,,2.2281510829925537,,,
10,2199,,0.17531248927116394,,2.2142913341522217,,
10,2249,,0.1771875023841858,,2.2078516483306885,,
10,2299,,0.1746874898672104,,2.2077536582946777,,
10,2349,,0.17031249403953552,,2.199674606323242,,
10,2399,,0.18312498927116394,,2.1899893283843994,,
10,2408,0.17264142632484436,,2.205780267715454,,,
11,2449,,0.1837499886751175,,2.1868367195129395,,
11,2499,,0.18437500298023224,,2.1802191734313965,,
11,2549,,0.18312498927116394,,2.181274175643921,,
11,2599,,0.18937499821186066,,2.1646382808685303,,
11,2627,0.1833885759115219,,2.1788158416748047,,,
12,2649,,0.18906249105930328,,2.158325433731079,,
12,2699,,0.1981249898672104,,2.154818534851074,,
12,2749,,0.18562500178813934,,2.1549599170684814,,
12,2799,,0.18656249344348907,,2.1527020931243896,,
12,2846,0.1929057091474533,,2.1540169715881348,,,
13,2849,,0.2006250023841858,,2.1420583724975586,,
13,2899,,0.19374999403953552,,2.144359827041626,,
13,2949,,0.20812499523162842,,2.1296634674072266,,
13,2999,,0.20406249165534973,,2.132967710494995,,
13,3049,,0.2043749988079071,,2.1263654232025146,,
13,3065,0.20151428878307343,,2.1313159465789795,,,
14,3099,,0.2068749964237213,,2.1255922317504883,,
14,3149,,0.2056249976158142,,2.1209704875946045,,
14,3199,,0.20781248807907104,,2.1144089698791504,,
14,3249,,0.21312499046325684,,2.111933708190918,,
14,3284,,,,,0.20521429181098938,2.1184213161468506
14,3284,0.2068014293909073,,2.1183922290802,,,
15,3299,,0.2018750011920929,,2.120790719985962,,
15,3349,,0.2084375023841858,,2.1110222339630127,,
15,3399,,0.20812499523162842,,2.111541986465454,,
15,3449,,0.20531249046325684,,2.1147589683532715,,
15,3499,,0.20125000178813934,,2.106053113937378,,
15,3503,0.21051999926567078,,2.109717607498169,,,
16,3549,,0.20874999463558197,,2.1092212200164795,,
16,3599,,0.21687500178813934,,2.108546733856201,,
16,3649,,0.2096875011920929,,2.104980707168579,,
16,3699,,0.20531249046325684,,2.104017734527588,,
16,3722,0.21283285319805145,,2.1029577255249023,,,
17,3749,,0.21249999105930328,,2.1006710529327393,,
17,3799,,0.2109375,,2.101191282272339,,
17,3849,,0.2175000011920929,,2.099937677383423,,
17,3899,,0.2137499898672104,,2.0945794582366943,,
17,3941,0.2139328569173813,,2.099595069885254,,,
18,3949,,0.21968749165534973,,2.0987436771392822,,
18,3999,,0.22218748927116394,,2.0929653644561768,,
18,4049,,0.20749999582767487,,2.1053168773651123,,
18,4099,,0.21687500178813934,,2.092210292816162,,
18,4149,,0.21687500178813934,,2.095245599746704,,
18,4160,0.21487000584602356,,2.0971450805664062,,,
19,4199,,0.2137499898672104,,2.093294382095337,,
19,4249,,0.21687500178813934,,2.0963492393493652,,
19,4299,,0.21968749165534973,,2.0970804691314697,,
19,4349,,0.2175000011920929,,2.097686767578125,,
19,4379,,,,,0.20738571882247925,2.10646653175354
19,4379,0.21636000275611877,,2.095094680786133,,,
20,4399,,0.2146874964237213,,2.094952344894409,,
20,4449,,0.22343748807907104,,2.0968804359436035,,
20,4499,,0.2228124886751175,,2.090175151824951,,
20,4549,,0.21124999225139618,,2.0965356826782227,,
20,4598,0.21726000308990479,,2.0931556224823,,,
21,4599,,0.22624999284744263,,2.0865936279296875,,
21,4649,,0.2146874964237213,,2.091904401779175,,
21,4699,,0.21656249463558197,,2.0954761505126953,,
21,4749,,0.2265625,,2.0769286155700684,,
21,4799,,0.22874999046325684,,2.0797533988952637,,
21,4817,0.2217542827129364,,2.084920644760132,,,
22,4849,,0.22312499582767487,,2.077345609664917,,
22,4899,,0.23468749225139618,,2.078465461730957,,
22,4949,,0.23624999821186066,,2.063138484954834,,
22,4999,,0.22624999284744263,,2.0764060020446777,,
22,5036,0.2264585644006729,,2.073333501815796,,,
23,5049,,0.23406249284744263,,2.0736725330352783,,
23,5099,,0.22687499225139618,,2.0656163692474365,,
23,5149,,0.2278124988079071,,2.0680925846099854,,
23,5199,,0.23781248927116394,,2.0599396228790283,,
23,5249,,0.22749999165534973,,2.072648048400879,,
23,5255,0.22837571799755096,,2.0685083866119385,,,
24,5299,,0.22812499105930328,,2.058799982070923,,
24,5349,,0.22562499344348907,,2.0708699226379395,,
24,5399,,0.2371874898672104,,2.061812400817871,,
24,5449,,0.23375000059604645,,2.057234525680542,,
24,5474,,,,,0.21927142143249512,2.077566623687744
24,5474,0.23089857399463654,,2.0626754760742188,,,
25,5499,,0.23999999463558197,,2.04876708984375,,
25,5549,,0.23656249046325684,,2.054112434387207,,
25,5599,,0.23624999821186066,,2.05771541595459,,
25,5649,,0.23906248807907104,,2.0506837368011475,,
25,5693,0.23671428859233856,,2.050874948501587,,,
26,5699,,0.24781249463558197,,2.0346126556396484,,
26,5749,,0.24906249344348907,,2.0376954078674316,,
26,5799,,0.23937499523162842,,2.048032283782959,,
26,5849,,0.23874999582767487,,2.0392119884490967,,
26,5899,,0.24249999225139618,,2.0435354709625244,,
26,5912,0.24013285338878632,,2.043142795562744,,,
27,5949,,0.23281249403953552,,2.0385560989379883,,
27,5999,,0.24781249463558197,,2.025439500808716,,
27,6049,,0.2487500011920929,,2.0360476970672607,,
27,6099,,0.24031250178813934,,2.0319089889526367,,
27,6131,0.24345000088214874,,2.03594970703125,,,
28,6149,,0.2434374988079071,,2.02938175201416,,
28,6199,,0.2528125047683716,,2.024214744567871,,
28,6249,,0.24249999225139618,,2.031660795211792,,
28,6299,,0.25062498450279236,,2.017021894454956,,
28,6349,,0.25343748927116394,,2.025439739227295,,
28,6350,0.24887429177761078,,2.0243406295776367,,,
29,6399,,0.25874999165534973,,2.0168161392211914,,
29,6449,,0.2487500011920929,,2.012801170349121,,
29,6499,,0.2540625035762787,,2.0098025798797607,,
29,6549,,0.2581250071525574,,2.0163824558258057,,
29,6569,,,,,0.23711428046226501,2.0424277782440186
29,6569,0.2545928657054901,,2.012733221054077,,,
30,6599,,0.25718748569488525,,2.0015454292297363,,
30,6649,,0.25093749165534973,,2.0058746337890625,,
30,6699,,0.265625,,1.9989761114120483,,
30,6749,,0.2590624988079071,,2.0014126300811768,,
30,6788,0.2589985728263855,,2.0022530555725098,,,
31,6799,,0.27250000834465027,,1.9833751916885376,,
31,6849,,0.26124998927116394,,1.9875328540802002,,
31,6899,,0.2659375071525574,,1.9902429580688477,,
31,6949,,0.2787500023841858,,1.9842449426651,,
31,6999,,0.2606250047683716,,1.9879957437515259,,
31,7007,0.26451998949050903,,1.9907810688018799,,,
32,7049,,0.2693749964237213,,1.9739493131637573,,
32,7099,,0.27687498927116394,,1.9654709100723267,,
32,7149,,0.26656249165534973,,1.9740931987762451,,
32,7199,,0.26999998092651367,,1.9696067571640015,,
32,7226,0.27042001485824585,,1.9761024713516235,,,
33,7249,,0.2750000059604645,,1.9591782093048096,,
33,7299,,0.2796874940395355,,1.9671188592910767,,
33,7349,,0.2712499797344208,,1.9671932458877563,,
33,7399,,0.29124999046325684,,1.9576263427734375,,
33,7445,0.2782028615474701,,1.9598240852355957,,,
34,7449,,0.2790624797344208,,1.957241177558899,,
34,7499,,0.2874999940395355,,1.9439526796340942,,
34,7549,,0.2809374928474426,,1.939387321472168,,
34,7599,,0.29218748211860657,,1.9427080154418945,,
34,7649,,0.2903124988079071,,1.9355909824371338,,
34,7664,,,,,0.2606428563594818,1.9864450693130493
34,7664,0.2859642803668976,,1.9433560371398926,,,
35,7699,,0.2915624976158142,,1.9300897121429443,,
35,7749,,0.29749998450279236,,1.923622488975525,,
35,7799,,0.2918750047683716,,1.9247974157333374,,
35,7849,,0.2849999964237213,,1.9281848669052124,,
35,7883,0.2938828468322754,,1.9265296459197998,,,
36,7899,,0.29093748331069946,,1.9202685356140137,,
36,7949,,0.30156248807907104,,1.9078963994979858,,
36,7999,,0.3006249964237213,,1.9048925638198853,,
36,8049,,0.30156248807907104,,1.9151486158370972,,
36,8099,,0.30937498807907104,,1.9122793674468994,,
36,8102,0.30099570751190186,,1.9101691246032715,,,
37,8149,,0.30687499046325684,,1.9078868627548218,,
37,8199,,0.31187498569488525,,1.89214289188385,,
37,8249,,0.30406248569488525,,1.890092134475708,,
37,8299,,0.30656248331069946,,1.8824011087417603,,
37,8321,0.30946284532546997,,1.893034815788269,,,
38,8349,,0.3162499964237213,,1.875825047492981,,
38,8399,,0.32218748331069946,,1.8732409477233887,,
38,8449,,0.31718748807907104,,1.8769155740737915,,
38,8499,,0.3215624988079071,,1.86954927444458,,
38,8540,0.3174114227294922,,1.8750702142715454,,,
39,8549,,0.33406248688697815,,1.8498904705047607,,
39,8599,,0.3231250047683716,,1.8552719354629517,,
39,8649,,0.32906249165534973,,1.8452616930007935,,
39,8699,,0.3309375047683716,,1.835976243019104,,
39,8749,,0.3259374797344208,,1.8540033102035522,,
39,8759,,,,,0.296914279460907,1.9098551273345947
39,8759,0.32704856991767883,,1.8556276559829712,,,
40,8799,,0.3400000035762787,,1.831123948097229,,
40,8849,,0.33531248569488525,,1.8396602869033813,,
40,8899,,0.3343749940395355,,1.8282575607299805,,
40,8949,,0.3387500047683716,,1.8208879232406616,,
40,8978,0.3362971544265747,,1.8361002206802368,,,
41,8999,,0.3412500023841858,,1.8186532258987427,,
